wl,power
1486,1.2340E-01
1487,6.0629E-02
1488,9.4180E-02
1489,1.8973E-01
1490,1.7478E-01
1491,1.9778E-01
1492,1.6441E-01
1493,1.8157E-01
1494,2.0367E-01
1495,1.8253E-01
1496,1.6852E-01
1497,2.2850E-01
1498,1.8968E-01
1499,2.1759E-01
1500,2.5061E-01
1501,2.6552E-01
1502,2.3356E-01
1503,1.8493E-01
1504,1.6029E-01
1505,1.8402E-01
1506,2.5773E-01
1507,2.5514E-01
1508,2.4302E-01
1509,1.8690E-01
1510,2.7052E-01
1511,2.6474E-01
1512,2.6068E-01
1513,2.4239E-01
1514,2.2571E-01
1515,2.6573E-01
1516,2.5683E-01
1517,2.4929E-01
1518,2.5211E-01
1519,2.4437E-01
1520,2.6450E-01
1521,2.7505E-01
1522,2.6378E-01
1523,2.8004E-01
1524,2.7539E-01
1525,2.5884E-01
1526,2.6745E-01
1527,2.6220E-01
1528,2.7928E-01
1529,2.7244E-01
1530,2.5522E-01
1531,2.6973E-01
1532,2.7839E-01
1533,2.7714E-01
1534,2.6892E-01
1535,2.6686E-01
1536,2.7464E-01
1537,2.7336E-01
1538,2.7202E-01
1539,2.7295E-01
1540,2.6491E-01
1541,2.6904E-01
1542,2.6927E-01
1543,2.7208E-01
1544,2.7210E-01
1545,2.7705E-01
1546,2.7481E-01
1547,2.7309E-01
1548,2.6675E-01
1549,2.7342E-01
1550,2.6990E-01
1551,2.7058E-01
1552,2.7182E-01
1553,2.7132E-01
1554,2.6474E-01
1555,2.6759E-01
1556,2.6310E-01
1557,2.7062E-01
1558,2.6848E-01
1559,2.6808E-01
1560,2.6568E-01
1561,2.7002E-01
1562,2.6756E-01
1563,2.6667E-01
1564,2.6264E-01
1565,2.6728E-01
1566,2.6245E-01
1567,2.6308E-01
1568,2.5722E-01
1569,2.5452E-01
1570,2.4175E-01
1571,2.3507E-01
1572,2.3775E-01
1573,2.3407E-01
1574,2.4145E-01
1575,2.3974E-01
1576,2.4678E-01
1577,2.1602E-01
1578,2.3516E-01
1579,2.3672E-01
1580,2.4464E-01
1581,2.4870E-01
1582,2.4195E-01
1583,2.4755E-01
1584,2.4904E-01
1585,2.5874E-01
1586,2.5569E-01
1587,2.5303E-01
1588,2.5107E-01
1589,2.3233E-01
1590,2.4179E-01
1591,2.4197E-01
1592,2.5225E-01
1593,2.5833E-01
1594,2.5624E-01
1595,2.5823E-01
1596,2.4452E-01
1597,2.4692E-01
1598,2.5421E-01
1599,2.4202E-01
1600,2.3810E-01
1601,2.2323E-01
1602,2.2413E-01
1603,2.2397E-01
1604,2.2842E-01
1605,2.3683E-01
1606,2.4140E-01
1607,2.3296E-01
1608,2.2990E-01
1609,2.2727E-01
1610,2.1760E-01
1611,2.2680E-01
1612,2.3076E-01
1613,2.3719E-01
1614,2.3838E-01
1615,2.4104E-01
1616,2.3050E-01
1617,2.3465E-01
1618,2.4352E-01
1619,2.4100E-01
1620,2.3449E-01
1621,2.3430E-01
1622,2.3754E-01
1623,2.4246E-01
1624,2.4269E-01
1625,2.3782E-01
1626,2.3971E-01
1627,2.4078E-01
1628,2.4126E-01
1629,2.4137E-01
1630,2.3651E-01
1631,2.3806E-01
1632,2.3821E-01
1633,2.3267E-01
1634,2.3282E-01
1635,2.3367E-01
1636,2.3539E-01
1637,2.2700E-01
1638,2.2007E-01
1639,2.2026E-01
1640,2.1511E-01
1641,2.1960E-01
1642,2.2082E-01
1643,2.1535E-01
1644,2.2355E-01
1645,2.1822E-01
1646,2.1749E-01
1647,2.2768E-01
1648,2.1655E-01
1649,2.1867E-01
1650,2.2526E-01
1651,2.0855E-01
1652,2.2373E-01
1653,2.2277E-01
1654,2.1583E-01
1655,2.2231E-01
1656,2.2101E-01
1657,2.2223E-01
1658,2.2487E-01
1659,2.2120E-01
1660,2.2332E-01
1661,2.2384E-01
1662,2.1908E-01
1663,2.2235E-01
1664,2.2098E-01
1665,2.1178E-01
1666,1.7884E-01
1667,2.1068E-01
1668,2.1459E-01
1669,2.1516E-01
1670,2.2168E-01
1671,2.1879E-01
1672,2.1147E-01
1673,2.1629E-01
1674,2.1575E-01
1675,2.1360E-01
1676,2.1145E-01
1677,2.1229E-01
1678,2.0915E-01
1679,2.1303E-01
1680,2.0558E-01
1681,1.9447E-01
1682,2.0366E-01
1683,2.0906E-01
1684,1.9797E-01
1685,2.1321E-01
1686,2.1026E-01
1687,2.0484E-01
1688,2.1013E-01
1689,2.0718E-01
1690,2.0523E-01
1691,1.9303E-01
1692,2.0708E-01
1693,2.1134E-01
1694,2.0477E-01
1695,2.0968E-01
1696,2.0922E-01
1697,1.8107E-01
1698,2.0739E-01
1699,2.0551E-01
1700,1.9975E-01
1702,2.0396E-01
1705,1.9778E-01
1710,1.8790E-01
1715,1.8965E-01
1720,1.8698E-01
1725,1.7808E-01
1730,1.7407E-01
1735,1.6154E-01
1740,1.6818E-01
1745,1.5481E-01
1750,1.6566E-01
1755,1.5301E-01
1760,1.5998E-01
1765,1.3284E-01
1770,1.4172E-01
1775,1.1484E-01
1780,1.0050E-01
1785,7.6981E-02
1790,8.8904E-02
1795,4.6931E-02
1800,3.1828E-02
1805,1.4815E-02
1810,9.6911E-03
1815,3.2816E-03
1820,9.8755E-04
1825,1.2744E-03
1830,5.2041E-06
1835,6.4190E-06
1840,6.2703E-08
1845,6.2658E-06
1850,2.9993E-06
1855,2.8396E-07
1860,1.1151E-05
1865,1.6982E-05
1870,2.6662E-10
1875,4.5130E-10
1880,7.7505E-05
1885,4.3890E-05
1890,2.2333E-04
1895,1.2947E-04
1900,8.6221E-07
1905,5.6667E-07
1910,2.3045E-05
1915,1.9947E-05
1920,4.5069E-04
1925,9.3615E-04
1930,5.5242E-04
1935,3.5935E-03
1940,3.2821E-03
1945,1.0863E-02
1950,1.6727E-02
1955,1.0036E-02
1960,2.1906E-02
1965,2.8563E-02
1970,4.8847E-02
1975,6.7857E-02
1980,7.5512E-02
1985,8.3063E-02
1990,8.5613E-02
1995,8.1190E-02
2000,3.8156E-02
2005,1.5001E-02
2010,3.9748E-02
2015,2.6648E-02
2020,4.4981E-02
2025,7.4010E-02
2030,8.4856E-02
2035,9.6386E-02
2040,8.9781E-02
2045,9.1074E-02
2050,6.7927E-02
2055,5.4906E-02
2060,6.9193E-02
2065,6.1875E-02
2070,6.5676E-02
2075,7.7443E-02
2080,8.6812E-02
2085,8.5102E-02
2090,8.9100E-02
2095,8.9747E-02
2100,8.6133E-02
2105,9.3153E-02
2110,8.9654E-02
2115,9.1673E-02
2120,8.7588E-02
2125,8.8632E-02
2130,8.9774E-02
2135,9.0044E-02
2140,9.0767E-02
2145,8.9486E-02
2150,8.4639E-02
2155,8.4840E-02
2160,8.4170E-02
2165,7.6310E-02
2170,8.1996E-02
2175,8.0448E-02
2180,8.1808E-02
2185,7.4550E-02
2190,7.9068E-02
2195,7.8992E-02
2200,7.1202E-02
2205,7.4010E-02
2210,7.9315E-02
2215,7.6273E-02
2220,7.7730E-02
2225,7.5453E-02
2230,7.5773E-02
2235,7.4299E-02
2240,7.3118E-02
2245,7.0838E-02
2250,7.1937E-02
2255,6.7690E-02
2260,6.6929E-02
2265,6.8137E-02
2270,6.4867E-02
2275,6.4021E-02
2280,6.6288E-02
2285,6.3080E-02
2290,6.3220E-02
2295,6.1265E-02
2300,5.8824E-02
2305,5.9171E-02
2310,6.3870E-02
2315,5.8141E-02
2320,5.2031E-02
2325,5.6215E-02
2330,5.6824E-02
2335,5.7967E-02
2340,4.5836E-02
2345,5.1400E-02
2350,4.1536E-02
2355,4.7473E-02
2360,5.0237E-02
2365,4.9409E-02
2370,3.0817E-02
2375,4.4147E-02
2380,4.2552E-02
2385,3.0826E-02
2390,3.7109E-02
2395,4.0594E-02
2400,4.4150E-02
2405,3.3599E-02
2410,3.3813E-02
2415,2.7300E-02
2420,2.6590E-02
2425,3.3078E-02
2430,4.5099E-02
2435,1.4878E-02
2440,4.3249E-02
2445,2.0798E-02
2450,1.3611E-02
2455,2.4853E-02
2460,3.3363E-02
2465,2.4148E-02
2470,1.6727E-02
2475,1.6455E-02
2480,8.0395E-03
2485,5.6102E-03
2490,3.5113E-03
2495,2.8772E-03
2500,7.0642E-03
2505,1.5191E-03
2510,2.2163E-03
2515,5.1880E-04
2520,3.7054E-04
2525,4.1393E-05
2530,6.3593E-07
2535,1.7502E-07
2540,3.7716E-07
2545,5.3758E-11
2550,2.8222E-13
2555,1.0435E-09
2560,3.1020E-11
2565,1.5955E-14
2570,1.5258E-18
2575,1.0786E-27
2580,3.8214E-22
2585,1.7194E-34
2590,5.4793E-31
2595,2.2838E-33
2600,4.4912E-28
2605,5.8053E-35
2610,5.9447E-34
2615,1.1196E-37
2620,5.6505E-29
2625,3.8687E-28
2630,2.8026E-45
2635,3.9027E-16
2640,1.1750E-16
2645,8.9988E-19
2650,1.4295E-19
2655,1.3133E-27
2660,2.6068E-25
2665,1.1123E-37
2670,0.0000E+00
2675,0.0000E+00
2680,0.0000E+00
2685,0.0000E+00
2690,1.0226E-29
2695,7.1284E-33
2700,0.0000E+00
2705,2.9315E-42
2710,1.1250E-35
2715,3.8557E-26
2720,5.6052E-45
2725,7.2935E-22
2730,6.0734E-19
2735,5.4888E-21
2740,2.3314E-27
2745,1.3146E-23
2750,1.6648E-28
2755,6.7262E-44
2760,0.0000E+00
2765,2.6777E-27
2770,8.3791E-24
2775,3.9990E-38
2780,4.8067E-34
2785,3.8866E-27
2790,1.2170E-16
2795,3.6205E-16
2800,1.6484E-12
2805,6.7478E-14
2810,4.0233E-10
2815,2.8685E-10
2820,2.0548E-11
2825,1.7605E-07
2830,3.9008E-06
2835,2.1276E-10
2840,1.9609E-07
2845,4.0575E-05
2850,1.1566E-06
2855,4.4867E-07
2860,2.5356E-05
2865,1.6763E-04
2870,6.3129E-06
2875,3.9170E-04
2880,2.4724E-04
2885,4.5332E-04
2890,1.8623E-04
2895,2.6643E-03
2900,8.1152E-04
2905,1.1096E-04
2910,2.7220E-03
2915,1.2581E-03
2920,2.8948E-03
2925,1.0835E-03
2930,5.8858E-03
2935,6.4903E-03
2940,1.6273E-03
2945,1.4489E-03
2950,5.2276E-03
2955,2.3361E-03
2960,4.5971E-03
2965,7.4379E-03
2970,3.5233E-04
2975,8.5429E-04
2980,1.3381E-03
2985,6.9628E-03
2990,1.0280E-02
2995,4.2755E-03
3000,7.8472E-03
3005,2.8906E-03
3010,6.8479E-03
3015,5.5551E-03
3020,6.3369E-04
3025,7.5031E-03
3030,6.0753E-03
3035,2.4986E-03
3040,2.0242E-03
3045,4.2090E-03
3050,1.0321E-03
3055,2.8947E-04
3060,6.3012E-03
3065,2.9113E-03
3070,1.7492E-03
3075,6.0221E-03
3080,3.6224E-03
3085,1.7671E-03
3090,2.3805E-03
3095,6.5510E-04
3100,4.4010E-03
3105,9.2155E-04
3110,8.4569E-04
3115,2.2677E-03
3120,9.8197E-03
3125,3.0289E-03
3130,5.7614E-03
3135,1.1446E-02
3140,3.3241E-03
3145,3.2517E-03
3150,6.6744E-03
3155,5.6366E-03
3160,9.2320E-03
3165,1.4017E-02
3170,1.2516E-02
3175,9.2302E-03
3180,1.0621E-02
3185,8.0823E-03
3190,4.2388E-03
3195,2.6927E-03
3200,4.3843E-04
3205,3.0973E-04
3210,1.3634E-04
3215,4.9752E-04
3220,1.6089E-03
3225,1.9875E-04
3230,3.4080E-04
3235,7.2940E-03
3240,3.7464E-03
3245,7.3409E-04
3250,2.6067E-03
3255,9.9378E-03
3260,1.2248E-03
3265,2.4465E-03
3270,1.2186E-03
3275,5.9265E-03
3280,2.8644E-03
3285,1.1128E-02
3290,8.7571E-03
3295,1.2234E-03
3300,1.7794E-03
3305,3.9416E-03
3310,3.9235E-03
3315,1.6133E-05
3320,5.9987E-05
3325,3.5187E-03
3330,4.6616E-03
3335,9.0694E-03
3340,3.4602E-03
3345,3.5408E-03
3350,8.0277E-03
3355,3.6308E-03
3360,5.2402E-03
3365,7.1907E-03
3370,3.9389E-03
3375,8.4560E-03
3380,5.1115E-03
3385,7.4896E-03
3390,9.8552E-03
3395,9.5465E-03
3400,1.2509E-02
3405,4.4594E-03
3410,7.0802E-03
3415,7.2774E-03
3420,1.3165E-02
3425,1.0006E-02
3430,8.6892E-03
3435,1.1553E-02
3440,8.0348E-03
3445,1.1318E-02
3450,1.1153E-02
3455,8.3089E-03
3460,1.2530E-02
3465,9.8179E-03
3470,1.2264E-02
3475,1.0943E-02
3480,1.1224E-02
3485,1.2094E-02
3490,1.0419E-02
3495,1.2265E-02
3500,1.1917E-02
3505,1.1809E-02
3510,1.1963E-02
3515,1.1494E-02
3520,1.2122E-02
3525,1.1428E-02
3530,1.1127E-02
3535,9.4556E-03
3540,9.0310E-03
3545,9.5432E-03
3550,1.0538E-02
3555,9.0581E-03
3560,1.0795E-02
3565,1.0851E-02
3570,8.3376E-03
3575,8.6444E-03
3580,1.0187E-02
3585,9.1671E-03
3590,9.4523E-03
3595,9.6700E-03
3600,1.0262E-02
3605,1.0359E-02
3610,9.4787E-03
3615,9.4726E-03
3620,1.1614E-02
3625,1.0239E-02
3630,9.9550E-03
3635,1.0299E-02
3640,1.1480E-02
3645,1.0599E-02
3650,1.0123E-02
3655,1.0978E-02
3660,1.0914E-02
3665,1.0253E-02
3670,7.9003E-03
3675,4.8286E-03
3680,8.3312E-03
3685,9.4380E-03
3690,9.6922E-03
3695,1.0132E-02
3700,1.0878E-02
3705,1.0770E-02
3710,9.3640E-03
3715,9.2254E-03
3720,1.0376E-02
3725,1.0698E-02
3730,9.2707E-03
3735,8.5837E-03
3740,8.8494E-03
3745,1.0331E-02
3750,9.2903E-03
3755,8.9918E-03
3760,8.8633E-03
3765,8.5502E-03
3770,9.1243E-03
3775,9.0521E-03
3780,9.5746E-03
3785,8.8123E-03
3790,7.7564E-03
3795,8.8692E-03
3800,9.8592E-03
3805,9.3049E-03
3810,8.2451E-03
3815,7.7569E-03
3820,9.6550E-03
3825,9.5056E-03
3830,9.5925E-03
3835,7.6916E-03
3840,8.9756E-03
3845,8.7801E-03
3850,8.8274E-03
3855,8.5085E-03
3860,7.9940E-03
3865,8.0989E-03
3870,7.3604E-03
3875,6.7620E-03
3880,6.5340E-03
3885,6.7717E-03
3890,6.8818E-03
3895,7.4760E-03
3900,7.9254E-03
3905,7.9269E-03
3910,7.1353E-03
3915,6.9868E-03
3920,6.9466E-03
3925,6.8520E-03
3930,7.0502E-03
3935,7.3541E-03
3940,7.4027E-03
3945,7.5412E-03
3950,7.6277E-03
3955,7.7199E-03
3960,7.7482E-03
3965,7.8057E-03
3970,7.6806E-03
3975,7.5097E-03
3980,7.3872E-03
3985,7.4327E-03
3990,7.3723E-03
3995,7.2100E-03
4000,7.1043E-03
