Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		
0.549979161	2.445004868E-07	1.34470172594356E-07	0.5502535974	3.841820686E-07	2.11397565303724E-07	0.55104463	0.001320652436	0.000727738432954219	0.550713904	0.00144518175	0.000795881683532052	0.5503860592	0.001355426748	0.000746007986365991	0.5501054018	0.0005719297606	0.000314621650756241	0.5507502674	0.0005206913722	0.000286770912472023	0.5402615886	6.812361236E-05	3.68045710347842E-05	0.550725797	0.001273650274	0.000701432062247918	0.5410271338	0.0009651389304	0.00052216634923311	0.5503311092	0.001138356456	0.000626472971095461	0.5428936972	0.001118680398	0.000607324537255388	0.5506145282	0.001190416276	0.000655460496171341	0.5418666202	0.001161640894	0.000629454425117887	0.550936672	0.001389979814	0.000765790852872339	0.5427354298	0.001293968726	0.000702282672653368	0.550174524	0.0004525643632	0.000248989383102923	0.5401426482	-1.5085155304E-05	-8.14813573441083E-06	0.5507550668	0.0009215733932	0.000507561215732969	0.5415320006	0.000608772454	0.000329669764924791	0.5496772952	0.000926941091	0.000509518471710617	0.5405549634	0.0006426559516	0.00034739086439593	0.5488815546	0.00117691188	0.000645985222321609	0.5401170406	0.0005811780364	0.000313904161082087	0.5495507752	0.00112955407	0.000620747314798815	0.5414635286	0.001191070318	0.000644921137195004	0.5499517704	0.001224794188	0.000673577732066231	0.541524464	0.00120986963	0.000655174002895628	0.5498445352	0.000873822092	0.000480466302023232	0.541299951	0.0009126244824	0.00049400358760452	0.5490906756	0.0008938290516	0.000490793197813951	0.541572031	0.0009844166446	0.000533132521566227	0.5502534672	0.0010261413534	0.000564637837545651	0.541626885	0.0010636812726	0.000576118374311174	0.5483288218	0.0008404592072	0.000460848006854938	0.5408143118	0.0003296400706	0.000178274067923242	0.5495616222	0.0006944329046	0.000381633673561034	0.5405245222	0.0002606280686	0.000140875862251924	0.548367768	1.8708581386E-05	1.02591830170872E-05	0.5396599676	-8.97530593E-05	-4.84361330738389E-05	0.5498893944	0.000676847547	0.000372191287720956	0.5417680114	0.0003990460498	0.000216190384857171	0.5495091008	0.0008532688044	0.000468878973446535	0.5408337994	0.0006638545464	0.000359034976578476	0.5504885718	0.000670280936	0.000368981995163407	0.5410581432	0.0004553629602	0.000246377837727867	0.5491823314	0.000734634109	0.000403448072706582	0.5407389588	0.0004835653252	0.000261482610460431	0.5489925772	0.000735536569	0.000403804116640156	0.541164029	0.0005428278462	0.000293758904302984	0.549217456	0.0005685746464	0.000312271120841908	0.5409351168	0.0003034721222	0.000164158727867801	0.5496821962	0.0007917540144	0.000435213085485558	0.540091616	0.00039852107	0.000215237888706349	
0.5587635386	3.80257131E-07	2.12473820095444E-07	0.558299189	1.5792099426E-07	8.81671630214317E-08	0.56044415	0.001301628964	0.000729490338344361	0.560471083	0.001435574916	0.000804598227898154	0.5593733704	0.00134530949	0.000752530303652405	0.5587426484	0.000547402252	0.000305856984022604	0.5589030216	0.0005101840188	0.000285143389679351	0.5481727328	5.252754814E-05	2.87941696111874E-05	0.5597093108	0.001266830394	0.000709056766726232	0.549810239	0.0009488073128	0.000521663975415516	0.5587330876	0.001133007682	0.000633048880438379	0.550731912	0.001111090028	0.000611912735524574	0.559857405	0.001166269158	0.000652944424329415	0.5497365436	0.001149792466	0.000632082936116161	0.5600641264	0.001379732524	0.000772738690719727	0.5514082016	0.001277602174	0.00070448031712559	0.5584927884	0.0004143272232	0.000231398766194997	0.5484862984	-3.442885515E-05	-1.88837553193733E-05	0.5593219286	0.0008905112974	0.000498082496301856	0.5503144794	0.0005900439796	0.000324709745456678	0.558788269	0.0009053907304	0.000505921719008862	0.549767404	0.0006216509488	0.000341763428315913	0.5578073476	0.001168620892	0.000651865320116466	0.5487580846	0.0005666726874	0.000310966218532758	0.5590016552	0.00111376781	0.000622598049298479	0.5503912202	0.001179161724	0.000649000260085496	0.558526246	0.001219800574	0.000681290635464865	0.5497209642	0.00120227926	0.000660918114044863	0.558259197	0.000859636971	0.000479900245141972	0.5502555538	0.0008932206186	0.000491499606153322	0.557674018	0.0008714131056	0.00048596444793781	0.5501832846	0.0009640171626	0.00053038612893004	0.5594018646	0.001002634693	0.000560875716776849	0.550586285	0.0010432817906	0.000574416645294602	0.5578183974	0.0008154212748	0.000454856988714801	0.5494794696	0.0003121575734	0.000171524177863455	0.5585457818	0.0006734880658	0.000376173918245231	0.5486373278	0.000250285681	0.000137316067210443	0.556931459	-3.5860176414E-05	-1.99716603702464E-05	0.549096892	-0.00013483531116	-7.40376502898089E-05	0.558994653	0.0006473865894	0.000361885641898506	0.55052894	0.0003815635528	0.000210061778265618	0.5585699676	0.0008287762298	0.000462929511827036	0.5498483758	0.0006370505094	0.000350281187896153	0.5591917798	0.00064187576	0.000358931648644878	0.5496104232	0.0004356388686	0.000239431662933615	0.5581962814	0.0007080202676	0.000395214280530153	0.549771288	0.0004544847594	0.000249862671551708	0.5579342436	0.0007143666004	0.000398569588847277	0.5504405322	0.0005104499046	0.000280972317149463	0.558946724	0.0005317833836	0.000297238580140855	0.5495704842	0.0002913383998	0.000160110985444139	0.5576802058	0.0007755174946	0.000432490755990028	0.5480623602	0.0003881786824	0.00021274612485547	
0.5669302484	3.183816538E-07	1.80500190074837E-07	0.566363179	3.2692416366E-07	1.85157808622394E-07	0.5689311144	0.001292117228	0.000735125694461479	0.568535073	0.001432597768	0.000814482076609517	0.5677360458	0.001332725508	0.000756636310048716	0.5681948006	0.00051858175	0.000294655454036049	0.5675561418	0.0004944928566	0.000280652457839557	0.5573052566	2.94711466E-05	1.64244249182092E-05	0.5677631426	0.001255172162	0.000712640491201156	0.5588324294	0.0009265563326	0.000517789726322812	0.5679880022	0.00111222781	0.000631732051793181	0.5594116518	0.0010971902	0.000613780982120772	0.5677977326	0.0011599597	0.000658622487567376	0.5585735724	0.00113451663	0.000633711006966309	0.5685662994	0.00138014785	0.000784705555699366	0.5604316642	0.001272988952	0.000713423316877574	0.567167478	0.0003754243976	0.000212928508766461	0.5574032054	-5.0570277E-05	-2.81880344977659E-05	0.5675082898	0.000873574158	0.000495760576420055	0.5584830878	0.0005661918604	0.000316208578483418	0.56702094	0.0008796774086	0.000498795511121136	0.558213774	0.0006175229212	0.000344709800374557	0.5667198308	0.00114623988	0.000649596870849812	0.5579134502	0.0005484546368	0.000305990218695276	0.5676129088	0.001097436194	0.000622918950298741	0.5591584714	0.00115687581	0.000646876909519237	0.567906741	0.001212755562	0.000688732058845044	0.558246605	0.001191486612	0.000665143356051952	0.5669452786	0.0008430802234	0.000477980352137663	0.5588712312	0.0008751927638	0.000489120057442237	0.5665712736	0.0008495425172	0.000481326385947354	0.5588953592	0.0009497369436	0.000530803570238832	0.5674556966	0.0009881293448	0.000560719625684386	0.5598069658	0.001019619867	0.00057079030401467	0.5667664056	0.0007925900032	0.000449213387228156	0.5590603732	0.0002930390034	0.00016382649460296	0.5672274204	0.000662219929	0.000375629302064141	0.5568224362	0.0002367759494	0.000131842160978476	0.566074787	-9.9230346774E-05	-5.61717974140282E-05	0.5578743012	-0.00018085301622	-0.000100893250043645	0.5670846362	0.0006248755456	0.000354357321446852	0.5590292142	0.0003591126728	0.000200754475284646	0.5665400856	0.000815741988	0.000462150535709034	0.558831244	0.0006142192376	0.00034324490063674	0.567709807	0.0006150115588	0.000349148093349117	0.5587886304	0.0004114917516	0.000229936912297461	0.5667555294	0.0006826271734	0.000386882725043143	0.5593952916	0.0004226871094	0.000236449178818374	0.567004623	0.0006842651872	0.00038798152450036	0.558949066	0.0004850568106	0.000271122051241809	0.5677475822	0.0005017169044	0.000284848559421969	0.5581785668	0.000275231912	0.000153628554177784	0.5669256076	0.0007468619586	0.000423415169672631	0.557126398	0.0003686447868	0.000205381742211362	
0.5755116922	8.494025402E-07	4.8884109326948E-07	0.5754988738	4.5067511826E-07	2.59363023008312E-07	0.577259537	0.001274089374	0.00073548024213186	0.5775173146	0.001424496974	0.000822671667080306	0.5762768954	0.001324114292	0.000763056473348529	0.5766836638	0.0005053223784	0.000291411160575842	0.5762714066	0.0004701206098	0.000270917065081096	0.5663534402	1.48129616E-06	8.38937176171049E-07	0.5770872084	0.001250178548	0.000721462048266885	0.5671183396	0.0009135570248	0.000518094943034492	0.5764660808	0.00109022719	0.000628478995400897	0.5681617958	0.00108140394	0.000614412404535595	0.5767070256	0.0011369033	0.000655660120537824	0.5671702248	0.001121872484	0.000636292668947214	0.5770913138	0.00137543953	0.000793754205420155	0.569030861	0.001266229234	0.000720523511246391	0.5755117548	0.0003383730708	0.000194737679753173	0.5665572988	-7.317641876E-05	-4.14586341485232E-05	0.5761867768	0.0008548107498	0.000492530650701253	0.566756334	0.0005491596232	0.000311239694825653	0.5750208678	0.0008652322238	0.000497526584178	0.5667844524	0.0006019617908	0.000341182583964301	0.575851709	0.001126385756	0.000648631162585857	0.566910274	0.000527259438	0.000298908792465666	0.5767372116	0.0010856227	0.000626119008847663	0.5681812882	0.0011419202	0.000648817690257602	0.5762472206	0.001195047934	0.000688643050451272	0.5675376902	0.001172082748	0.000665201135523189	0.5751278426	0.0008300809156	0.000477402646172461	0.5674755166	0.0008562993238	0.000485928901137636	0.575639128	0.0008301988174	0.000477894923314767	0.5672212374	0.0009356469204	0.000530718803958787	0.5758564028	0.000972473117	0.000560004870975324	0.5685349138	0.000994581935	0.000565454554682262	0.5760486046	0.0007773141668	0.000447770741120952	0.5674059222	0.00029185319	0.000165599228418962	0.5757955546	0.0006378224524	0.00036725533271599	0.5655313594	0.0002228761222	0.000126043436365567	0.5746980782	-0.000157797100154	-9.06856902040367E-05	0.5672719226	-0.0002223525982	-0.000126134385876019	0.5750097358	0.0006047011942	0.000347709073914887	0.5672758214	0.0003424608272	0.000194269747047203	0.5752039714	0.0007957927666	0.000457743159759713	0.5673898656	0.0005951006676	0.000337654087808034	0.5769926326	0.0005810324782	0.00033525145922272	0.5673187144	0.0003914474322	0.000222075453990885	0.5755062998	0.000651279783	0.000374815618048877	0.567698974	0.0003953377146	0.000224432814961925	0.5759196314	0.0006551943254	0.00037733927437974	0.5671747496	0.0004707416576	0.000266992781775569	0.576499625	0.0004738920198	0.000273198571705193	0.5676415036	0.0002605615972	0.000147905576815026	0.575501982	0.0007163452198	0.000412258093791126	0.5658213464	0.000349110891	0.000197534394388524	
0.5843531448	6.970226334E-07	4.07307367824067E-07	0.5845299502	5.541087506E-08	3.23893160393602E-08	0.5855543526	0.001257852856	0.000736541214761141	0.5866612498	0.00141283874	0.000828857740974257	0.584850099	0.001309193618	0.000765682017097468	0.5844299244	0.0004906869976	0.000286772164911431	0.5846182278	0.0004557103588	0.000266416582351758	0.575114369	-1.910838096E-05	-1.0989504458422E-05	0.5851581666	0.001238520314	0.000724730276237096	0.5751943482	0.0008998823274	0.000517607228765542	0.5849955192	0.001075591808	0.000629216388168227	0.5766011978	0.0010616449138	0.000612145728935358	0.5860038068	0.00110843796	0.000649548864161626	0.5758493382	0.001104164858	0.000635832602742997	0.5861357	0.001367788996	0.000801709960622757	0.5776567158	0.001266099202	0.000731370706904321	0.5835934784	0.0002940865364	0.000171626984728284	0.575645431	-8.896267884E-05	-5.12109596037664E-05	0.5841968628	0.000833900845	0.000487162257535269	0.5754310044	0.0005315470942	0.000305868678301407	0.5838553522	0.000847299467	0.000494700328724157	0.5761224544	0.000584029034	0.000336472240508941	0.584925905	0.00111469259	0.000652012572002544	0.5755056734	0.000516146563	0.000297045275312411	0.5858190214	0.001069931538	0.000626786246556157	0.5771267328	0.001131958206	0.000653283341094929	0.58513878	0.001178110794	0.000689358312705991	0.5765009068	0.001160554546	0.000669060748159862	0.5843738904	0.0008144246874	0.000475928523013742	0.575923159	0.0008437502756	0.000485935324130673	0.5841774524	0.0008065970582	0.000471195814572611	0.5753904918	0.000920406018	0.0005295928713527	0.5842076478	0.0009515282788	0.000555890097572931	0.5770256756	0.000978890773	0.000564845109628931	0.5853910304	0.0007543528632	0.000441591399873838	0.575490171	0.000286894511	0.000165104971194351	0.5840193396	0.0006159169302	0.000359707398823863	0.574180663	0.0002036022902	0.000116904497975354	0.583898462	-0.00022321866924	-0.000130337037658923	0.5752154016	-0.000246750075	-0.000141934443485955	0.583095276	0.0005811343688	0.000338856705168522	0.5751057958	0.0003277652824	0.000188499713570264	0.583718847	0.0007769944244	0.000453546289536197	0.5759484678	0.0005746662526	0.000330978147681338	0.5849025238	0.000560667931	0.000327936087855624	0.57647408	0.0003628520602	0.0002091748075799	0.5840535102	0.0006103857226	0.000356497923860493	0.5760248524	0.0003714157278	0.000213944689785034	0.585472624	0.0006213802106	0.000363801102401655	0.5761430358	0.000444517912	0.000256105899287157	0.5851026384	0.0004500049668	0.000263299093367784	0.5767042884	0.0002461513464	0.000141956537064314	0.5849604758	0.0006854480892	0.000400960040394633	0.5749507188	0.0003278807584	0.000188515277722769	
0.5928604064	5.446427264E-07	3.22897108116308E-07	0.5929985162	-3.509355434E-08	-2.08104256518041E-08	0.593690607	0.00124603936	0.000739761863984292	0.5951824478	0.00140822552	0.000838151112048028	0.5935108332	0.001289244398	0.000765180516855412	0.5934419566	0.0004702875164	0.000279088343896971	0.5933861248	0.0004367218206	0.000259144668741435	0.5839152464	-2.862011698E-05	-1.67117226583735E-05	0.593667327	0.001226706818	0.000728255757654736	0.58398127	0.0008881988646	0.000518691500961666	0.5937532772	0.001055287424	0.000626580366387946	0.585098947	0.0010443526118	0.00061104961346088	0.5942852934	0.001089129194	0.000647253462606795	0.5844187444	0.001086457232	0.000634945971369739	0.594491388	0.001368394518	0.000813498756337411	0.5857504964	0.001263407348	0.000740041481246408	0.5920962972	0.00025655972	0.000151908060222669	0.5842807986	-9.431145348E-05	-5.51043713564212E-05	0.5927339342	0.0008103340198	0.000480312471572155	0.583624999	0.0005171717772	0.000301834377951178	0.5923600696	0.0008164974344	0.000483660477069406	0.5853666034	0.0005726308652	0.000335198984564127	0.59383142	0.001099451688	0.000652888957106437	0.5842215646	0.0005035625808	0.00029419211882899	0.5949534632	0.0010421318836	0.000620019973258959	0.585556603	0.001116717302	0.000653901189870445	0.5931285688	0.001165656842	0.000691384374407388	0.5852783162	0.001151302874	0.000673832607530941	0.5931468568	0.0007871102264	0.000466871956744296	0.5841754816	0.000830490904	0.000485152423808619	0.5934000514	0.0007872533582	0.000467156183220703	0.5841628318	0.000901382546	0.000526554180606454	0.5928816916	0.0009248892074	0.000548349877825895	0.5853363262	0.0009664969868	0.000565725795536882	0.5940136952	0.0007335729902	0.000435752402607615	0.5839143644	0.0002697322418	0.000157500530528834	0.5930960798	0.0005894331208	0.00034959047325076	0.5828902126	0.0001888718114	0.000110091530301093	0.5928128438	-0.000289185596	-0.000171432935550758	0.5842236366	-0.0002909065774	-0.000169954498559487	0.5925804088	0.0005533696484	0.000327916012466384	0.5833872822	0.0003072707032	0.000179257820439531	0.592989635	0.000755184	0.00044781628451784	0.5846491314	0.000561181751	0.000328094423279681	0.5934053426	0.0005357250966	0.000317902134487341	0.5845399688	0.0003481215814	0.000203490978330163	0.5922779408	0.0005806045372	0.000343879259711953	0.5840742412	0.0003492850758	0.000204008415610369	0.5938524258	0.000588942105	0.000349744697710008	0.5854030198	0.0004144164988	0.000242600669852463	0.593673924	0.0004324273718	0.000256720854661513	0.584872897	0.0002438495878	0.000142621014848842	0.5938932562	0.0006528799516	0.000387741000363422	0.5836456864	0.00031270002	0.000182506017810194	
0.6011120832	4.993905118E-07	3.00189670878412E-07	0.6017600714	3.87876126E-08	2.33408365276115E-08	0.6020621492	0.001243062212	0.000748400706946026	0.6029299806	0.001401050476	0.000844735336314301	0.602236237	0.00127358817	0.000767000946988516	0.6025085388	0.0004520345318	0.00027235466524196	0.6020887064	0.0004156217198	0.000250241143626125	0.5925867458	-4.815401274E-05	-2.85354297068083E-05	0.6022043792	0.001219566708	0.000734428412284128	0.5928582476	0.0008781767048	0.00052063430229087	0.6020208274	0.001031815696	0.000621174539030227	0.5945745674	0.0010215213408	0.000607370609296028	0.6030525638	0.001073568064	0.000647417973409002	0.5932253178	0.00107317263	0.000636633174486012	0.6034063964	0.001365512468	0.00082395895755515	0.5939045036	0.001266514528	0.000752188682054028	0.6007798536	0.0002176219604	0.000130742889509257	0.5924709766	-0.00010493913484	-6.21733917022139E-05	0.60183794	0.0007870874224	0.000473699072897126	0.5918589422	0.0004949460272	0.000292938232104684	0.6013042612	0.0007856255338	0.000472399981181465	0.5933627338	0.0005658711474	0.000335766850999807	0.6022600566	0.00108312007	0.000652319954662796	0.5930554226	0.0004939906808	0.000292963851962306	0.6026147568	0.0010250647126	0.000617719122487711	0.5938710702	0.001105094004	0.000656283358827083	0.6022490552	0.001140583976	0.00068691562192226	0.5937868502	0.00113721285	0.000675262036208465	0.6020878776	0.0007691774696	0.000463112430169203	0.5925242014	0.0008172664662	0.000484250160216155	0.6022370804	0.00077159713	0.000464684402816219	0.5927055992	0.0008835798212	0.000523702707365375	0.600861322	0.0009101587286	0.000546879176896435	0.5938835366	0.000944246007	0.000560772158057588	0.6024467362	0.0007091405796	0.000427219427686996	0.5929822188	0.0002532104282	0.000150149281537334	0.6021125358	0.0005537927372	0.000333445549303115	0.5919992878	0.0001734057792	0.000102656097786804	0.6007620382	-0.00033727993	-0.000202624978190753	0.5926560512	-0.0003323459954	-0.000196966865265897	0.601110493	0.0005213216384	0.000313371907070192	0.5925756284	0.0002801464382	0.000166007951660387	0.6012527422	0.0007422099222	0.000446255751010799	0.5934912298	0.0005420981148	0.000321730476824914	0.6020628866	0.0005057537152	0.000304495541681986	0.593880515	0.0003192059814	0.000189570212624912	0.6014516858	0.0005355824496	0.000322126967196814	0.592755899	0.0003198939862	0.000189619047374675	0.6022854668	0.0005277184314	0.000317837141794713	0.5937269994	0.0004021527444	0.000238768942233087	0.6016345486	0.0004101065238	0.000246734253324328	0.5930668722	0.0002312656056	0.000137155969360631	0.602526725	0.000620441846	0.000373832793523334	0.592600017	0.0003004964298	0.000178074189407919	
0.6096624646	7.42274848E-07	4.5253711324227E-07	0.610383382	2.216435E-08	1.35287509128317E-08	0.6113024818	0.001219365354	0.000745401067121135	0.6113890342	0.00139176387	0.000850909168313754	0.6107460238	0.001254634566	0.000766263072506539	0.6103771898	0.0004477415386	0.000273291222087396	0.6102148412	0.0004045437788	0.00024685861773889	0.6016165502	-7.09503506E-05	-4.26849051634525E-05	0.6108448162	0.001212461532	0.00074062584166411	0.601298276	0.0008697556842	0.00052298259345066	0.610164715	0.001021663504	0.000623383020744061	0.6039246262	0.0010006463702	0.000604314985081422	0.611956161	0.001046573832	0.000640457304433779	0.6019107538	0.001052452922	0.000633482731620033	0.612209799	0.001352798454	0.000828196469610851	0.602447271	0.001261711112	0.000760114416214775	0.6094450116	0.00017522185892	0.000106788087842073	0.601289607	-0.000112624602	-6.77200026751114E-05	0.6105424202	0.0007644463466	0.000466726922566212	0.6002152566	0.0004766930428	0.000286118437003637	0.6101977194	0.0007591417244	0.000463226548930263	0.6025105048	0.0005472979352	0.00032975275521335	0.6110374854	0.001073668498	0.000656051699171115	0.601941267	0.0004864954096	0.000292841663244308	0.6111397714	0.0010106893948	0.000617672485694476	0.6025869808	0.001096447854	0.000660705201946499	0.6105242	0.001122045698	0.000685036052134892	0.602939045	0.001122197078	0.000676616434511111	0.6111627	0.0007523004942	0.000459778001246606	0.6009040032	0.0007942449988	0.000477264999300499	0.6105820028	0.0007502369654	0.000458081188908526	0.6004721572	0.0008644961852	0.000519105889218215	0.6099830806	0.0008904695708	0.000543171371977144	0.6021168342	0.0009223055508	0.000555335698412783	0.6105918766	0.0006960112398	0.000424978809044175	0.6012313704	0.000239215503	0.000143823864689615	0.6110332594	0.0005272487638	0.000322166530659335	0.6012770438	0.0001637038472	9.84313653031029E-05	0.6095705102	-0.0003971275946	-0.000242077270454821	0.601257166	-0.0003765975958	-0.000226432003173121	0.6096285202	0.0004859063846	0.00029622239019943	0.6014075878	0.0002543380184	0.000152960814131776	0.6099362794	0.0007238618398	0.000441509597367251	0.6018450192	0.0005268572124	0.000317086389112536	0.610935421	0.0004745615868	0.000289926482822086	0.601743451	0.0003052809242	0.000183700796852577	0.610691411	0.0004902401342	0.000299385439283427	0.6006030002	0.0003051984412	0.000183303099441083	0.610853601	0.0004944496742	0.000302036363998347	0.6026661216	0.0003782307574	0.000227946863632088	0.6103631232	0.0003804806004	0.000232231327577155	0.6013768964	0.0002239954642	0.000134705697068273	0.610678853	0.0005925820274	0.000361877312801047	0.6010761968	0.0002833690944	0.000170326417552612	
0.6184829936	3.922628206E-07	2.42607883562668E-07	0.6181810218	5.07933022E-08	3.13994554545922E-08	0.6197640796	0.001199416132	0.000743355035106372	0.6195456052	0.001381611678	0.000855971443197898	0.6194689024	0.001233369498	0.000764034049179699	0.6190930812	0.0004307093012	0.000266649148381407	0.619448832	0.0003795058466	0.000235084453413541	0.6096640598	-8.330920292E-05	-5.07906268709092E-05	0.6185872602	0.00120253447	0.000743872503093359	0.6097598932	0.0008612046316	0.000525128044187761	0.6189383078	0.001006042209	0.000622678062413834	0.6120348874	0.0009916799926	0.000606942752607774	0.6198717676	0.0010290564002	0.000637883009752067	0.6109107676	0.001037722444	0.000633955814819788	0.6207506678	0.001340024276	0.000831820964195211	0.6109361342	0.001262221536	0.000771136745707826	0.618471645	0.00013055493294	8.07445241382665E-05	0.6095831504	-0.0001216860784	-7.41777830308934E-05	0.6196045594	0.0007311775894	0.000453040968123341	0.6097987046	0.0004478725408	0.000273112095205751	0.6193778252	0.0007253276096	0.000449251837391563	0.6108439968	0.0005331128142	0.000325648762171224	0.6197736932	0.001059198084	0.000656463108351044	0.6107459418	0.0004773388354	0.000291532756584088	0.619298241	0.000991215663	0.000613858116547549	0.6111823802	0.001081041986	0.000660713814099615	0.619464575	0.0011046583	0.000684296684329722	0.6109579978	0.00111300557	0.000679999654587448	0.6202628892	0.0007296943524	0.000452602327252547	0.609874188	0.0007769876316	0.000473864700908093	0.6193765386	0.000721996755	0.000447187850992332	0.6091652262	0.0008401938064	0.000511816850127495	0.618600676	0.0008667727138	0.000536186186695035	0.6112201942	0.0008929396914	0.000545782771586396	0.619184751	0.0006681863552	0.00041373080196611	0.6097792266	0.000215518646	0.000131418793275759	0.6192621138	0.000509411105	0.000315458997675494	0.610424169	0.0001476924572	9.01550454538781E-05	0.6182902182	-0.000453903013	-0.000280643792949407	0.6093427064	-0.0004347490234	-0.000264911146523313	0.618936086	0.0004478943744	0.000277217991032555	0.6096687772	0.00023915728	0.000145806726456078	0.6190035072	0.0007015409918	0.000434256334368766	0.610507652	0.0005092796174	0.000310919103430332	0.6195441496	0.0004429890666	0.000274451284548795	0.610839197	0.0002773260076	0.0001694015957896	0.6189557906	0.0004492859098	0.000278088115505699	0.6092770442	0.0002722499118	0.000165875621545215	0.6191084678	0.0004555720786	0.000282048531554507	0.6116153828	0.0003509512304	0.000214647171125227	0.618935074	0.0003474020392	0.000215019306840003	0.609935518	0.0002093950174	0.000127717458404488	0.61875171	0.000569240332	0.000352218428825968	0.6095771168	0.0002701446568	0.00016467400101107	
0.6264670672	5.898949422E-07	3.69549754396148E-07	0.6265297418	5.079330226E-07	3.18235145501272E-07	0.6281692482	0.001188078126	0.000746314143212285	0.6280890184	0.00137953505	0.000866470815402895	0.6274460078	0.001218604084	0.000764608267594576	0.6279903368	0.00042296367	0.000265617097577464	0.6281025788	0.0003572199326	0.000224370760864822	0.618356483	-0.00010476446548	-6.47817864175877E-05	0.6275860018	0.001191646726	0.0007478608043284	0.6183470524	0.0008478850958	0.000524287249761822	0.6282090958	0.0009824753844	0.000617199972879682	0.6202218944	0.000986271054	0.000611706901503765	0.6284564016	0.0010116340662	0.000635767904980028	0.61888024	0.0010241428438	0.000633821768965227	0.6292591826	0.001329681888	0.000836714537960905	0.6197186132	0.00124473904	0.000771387951664699	0.627833761	8.438196593E-05	5.29778470304058E-05	0.617839916	-0.0001327640196	-8.20269107174864E-05	0.628206927	0.0007091769692	0.000445509884520306	0.618633189	0.0004260019526	0.000263538946457165	0.6283999964	0.000688121021	0.000432415247119164	0.618901626	0.0005195332148	0.000321539951400727	0.6286595376	0.0010353110308	0.000650858153894907	0.6196356028	0.0004576749078	0.000283591667381087	0.6276063664	0.0009752392062	0.000612066334574002	0.6195754918	0.00106506553	0.000659888499548977	0.6286579908	0.001078079394	0.000677743225754922	0.6194119818	0.00109744444	0.000679770235495791	0.6284384852	0.0007129124748	0.000448021635743495	0.618814563	0.0007546318498	0.000466977178359869	0.6286593834	0.0006974692464	0.000438470586382287	0.618756876	0.0008164018514	0.00050515425913288	0.6274522868	0.0008452223532	0.000530336698369817	0.6195556042	0.0008734407298	0.000541145099084128	0.627806163	0.0006343373066	0.000398240870504301	0.6191705064	0.0001938033196	0.000119997299538733	0.6278740132	0.0004940401708	0.000310194984722209	0.619227591	0.000145000603	8.97883740892374E-05	0.6264829406	-0.0004831388406	-0.000302678241577163	0.6182266522	-0.0004963627928	-0.000306864707669386	0.6273799118	0.000420034556	0.000263521242696232	0.6187689664	0.0002094711926	0.000129614273335677	0.6279787616	0.0006713794146	0.000421612013344241	0.6189337442	0.000492282314	0.00030469013580746	0.6284743858	0.0004084393982	0.000256693699920267	0.6188917568	0.0002656425448	0.000164403981232095	0.627750953	0.0004161471846	0.000261236791720917	0.6180049924	0.0002422183664	0.000149692159686172	0.6269904288	0.0004320052532	0.00027086315894772	0.6197985734	0.000332473116	0.000206066362990653	0.6274797402	0.0003156043892	0.000198035360141196	0.61828551	0.0001965257414	0.000121509018249627	0.626503686	0.0005467292882	0.000342527914301456	0.6177152892	0.0002589716178	0.000159970727783919	
