Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		
0.4078998794	0.001037099258	0.00042303266226403	0.4035922418	0.001080935034	0.000436256993612219	0.4075731886	0.0009971355514	0.000406405716150517	0.4023253672	0.001045268902	0.000420538194819891	0.4068101502	0.00105191428	0.000427929406244325	0.4022691054	0.001090647866	0.000438733941362239	0.4070502866	0.0008888292242	0.000361798190449066	0.4033772298	0.0007701455946	0.000310659196492422	0.4087681836	0.001072390678	0.000438359189555632	0.4036972412	0.00107743122	0.00043495601109675	0.3969232808	-0.00291628084	-0.00115753975874698	0.3945116862	-0.002224688464	-0.000877665597202328	0.4065018848	0.0008282529012	0.000336686365428868	0.4015737344	0.0006823740754	0.000274023505716125	0.4063408612	0.0008659980966	0.000351890412370005	0.4030898044	0.0007400150078	0.000298292504747166	0.4070809346	0.0009475802206	0.000385741841810322	0.403742948	0.0009361417998	0.000377960649997278	0.4093266168	0.001161061236	0.000475253267629506	0.404125335	0.001128869828	0.000456204897411892	0.4087852806	0.001188798306	0.000485963249095015	0.4037084788	0.001229156122	0.000496220748220327	0.4080475908	0.001125819688	0.000459388011363608	0.4040586424	0.001184512274	0.000478612421338577	0.4095942936	0.001104256086	0.000452296991498671	0.4037045554	0.001163416202	0.000469676420573567	0.4083098368	0.001208337566	0.000493376114372769	0.4031239444	0.001073865302	0.000432900816296537	0.407819682	0.001416154896	0.000577535839349463	0.4054958822	0.001351747374	0.000548127993931663	0.4079421266	0.00141091326	0.000575570955732539	0.4032752226	0.001329113648	0.000535998602257898	0.4088486672	0.001422989828	0.000581787494616957	0.4040496604	0.001359156038	0.000549166535584509	0.4079695972	0.0010023686474	0.000408935933325687	0.4029087708	0.0009448198354	0.000380676198508472	0.4060430038	0.0004742616802	0.000192570637215643	0.4004181592	0.000234530685	9.39103451636151E-05	
0.41258619	0.001032742116	0.000426095134892978	0.4081491806	0.001075889874	0.000439123570488937	0.4118958	0.0009936308136	0.000409272358872423	0.4070926652	0.001040454622	0.000423561445089639	0.4111450658	0.001049216694	0.000431380266693088	0.4071092038	0.001085483572	0.0004419103527349	0.4107155092	0.0008863458934	0.00036403600493511	0.4074878378	0.0007626789792	0.000310782408169719	0.413043611	0.001069331074	0.000441680368159468	0.407065227	0.001076212182	0.000438088556165995	0.4007059526	-0.002962266326	-0.00118699775001473	0.3990960222	-0.002289066666	-0.000913557400951216	0.4113600592	0.0008216719362	0.000338003016318211	0.4055822386	0.0006744955726	0.000273563424260897	0.4106678494	0.000862538611	0.000354216876403833	0.4072186118	0.000732334137	0.000298220090642891	0.4114885248	0.0009469873242	0.000389674417039357	0.408060169	0.0009313561472	0.000380049346825621	0.4132994796	0.001159689816	0.00047929919745022	0.407929761	0.00112521271	0.000459007751864462	0.4133609942	0.001186998376	0.000490658828817145	0.4074373742	0.001229172744	0.000500810915253569	0.412715827	0.001124645902	0.000464159163526091	0.407903339	0.001185105172	0.000483408356724969	0.41404558	0.001102410904	0.000456448362145004	0.407710842	0.001164025722	0.000474585907226278	0.4122610744	0.001206690014	0.000497471321639391	0.4075009058	0.001068334372	0.000435347224287274	0.4121215552	0.001416414404	0.000583734906984161	0.410136406	0.001350680714	0.000553963333693474	0.4120491194	0.001410929882	0.000581372415413246	0.4081109462	0.001326416062	0.000541324914117698	0.4123020134	0.001423418338	0.000586878246667882	0.40826237	0.001356610832	0.000553853153439992	0.4128780602	0.000994416263	0.000410572657698773	0.4076869734	0.0009464960144	0.000385874095445899	0.4108070038	0.0004567998666	0.000187656584534186	0.4046355586	0.0002171141234	8.78520946019083E-05	
0.4173462558	0.001027577822	0.000428855756554819	0.4119617238	0.001074258948	0.000442553568025655	0.4163450566	0.0009891499208	0.000411827679761361	0.4117916614	0.00103720939	0.000427114177927781	0.4160022892	0.001045514324	0.00043493635217539	0.4112153724	0.001082407344	0.000445102539051455	0.4151415534	0.0008790935332	0.000364948254956542	0.4118374022	0.0007537338168	0.000310415777061203	0.4169772816	0.001067988284	0.000445326851442969	0.4118490766	0.001068564558	0.000440087326499787	0.4050805652	-0.003018066	-0.0012225598810909	0.402808873	-0.002335085398	-0.000940593117527136	0.4161356644	0.0008166147704	0.000339822530039257	0.4099935714	0.0006633718394	0.000271978189601793	0.4149566594	0.0008582885968	0.000356152568929242	0.4110659098	0.000725629421	0.000298281518121012	0.4155685002	0.000945265893	0.000392822729444224	0.4114989288	0.0009314013994	0.000383270678135921	0.4179329002	0.00115775413	0.000483863541269428	0.412306977	0.001120427058	0.000461959893232984	0.4174944308	0.001185124564	0.000494782905274278	0.4116181848	0.001228884608	0.00050583125167362	0.4168504048	0.001124357766	0.000468688989897124	0.412169001	0.001184586158	0.000488249693341288	0.4183192968	0.001101039486	0.000460586063532553	0.4120430936	0.001163478078	0.000479403106594902	0.417493729	0.001202773388	0.000502150346898084	0.4110316224	0.001066810572	0.000438492880202632	0.4160781208	0.001416962048	0.000589566906176759	0.4136806932	0.001351549742	0.000559110034164841	0.417259325	0.001409146576	0.000587979549127821	0.4131627974	0.001323063704	0.000546640701083046	0.4166317928	0.001423406332	0.000593036331984032	0.4132076802	0.00135210131	0.000558698645700481	0.416983023	0.0009891282186	0.000412449674726433	0.4122869094	0.0009497864968	0.000391584539355525	0.4151272058	0.0004419451346	0.000183463448843403	0.4098174176	0.0001920785664	7.87171420583581E-05	
0.4210360844	0.001026115898	0.00043203181983451	0.4162685454	0.001071866122	0.000446184151468479	0.4201702836	0.0009869094744	0.000414670033746175	0.415918629	0.001034602308	0.000430310373503596	0.4208957218	0.001041016808	0.000438159520809092	0.416262023	0.00107552162	0.000447698805321437	0.4193585752	0.0008735173522	0.000366316992231069	0.4162998494	0.0007449576576	0.000310125760668257	0.4212745904	0.001063981154	0.000448228224844669	0.41625616	0.001063812152	0.000442818361352856	0.4090257136	-0.003067572846	-0.00125471617235513	0.4064167662	-0.002381697028	-0.000967961604187911	0.4208602806	0.0008100338056	0.000340911054720302	0.4151333826	0.0006485909886	0.000269251771021396	0.4195503164	0.0008529266712	0.000357845654767959	0.4156448572	0.000715024703	0.000297196340572907	0.4198594672	0.0009433468298	0.000396073097344637	0.4150100484	0.0009311705206	0.000386445122822859	0.4227398958	0.001154689908	0.000488133491389232	0.4169185202	0.00111527477	0.000464978706724795	0.4224084744	0.001182122218	0.000499338442659724	0.4156997456	0.001229341748	0.000511037051899059	0.4206744906	0.001124662526	0.000473116835221959	0.4158144386	0.001185652816	0.000493011560059549	0.4219128586	0.001100582346	0.000464349843725554	0.4170667884	0.00116085899	0.000484155730744568	0.4219818608	0.001201006704	0.000506803043787195	0.41636118	0.00105603685	0.000439692748989483	0.4204007324	0.001416459656	0.000595480676797452	0.4179177544	0.001351273612	0.000564721233507017	0.4220714566	0.001407746528	0.000594169627596553	0.4169128108	0.001323825604	0.000551919853572648	0.4212300184	0.001424106356	0.000599876346541437	0.4176960038	0.001349267966	0.000563583837453554	0.4212776678	0.0009860353682	0.00041539468028361	0.4161829106	0.0009486912084	0.000394829068372543	0.4194632624	0.0004310190336	0.000180796649990351	0.4142390872	0.0001733524612	7.18093652913614E-05	
0.4252659152	0.001022549286	0.000434855357947897	0.4206163972	0.001067994748	0.000449216103132282	0.4244755178	0.0009815143022	0.000416628791654451	0.4205027752	0.001030747558	0.000433432208669623	0.4257312556	0.001036185904	0.000441136725944941	0.421722982	0.001068190762	0.000450480593495492	0.4237546896	0.000867619788	0.000367657953954758	0.420446794	0.0007375242886	0.000310089722639001	0.42611133	0.00105896924	0.000451238791285489	0.4206523996	0.001058128842	0.000445104436473269	0.4130234994	-0.003120979696	-0.00128903795559827	0.4108213128	-0.002440465802	-0.00100259536462114	0.4252492918	0.0008065124446	0.000342968845894037	0.419688102	0.0006364624716	0.000267115726700033	0.4244578928	0.0008475481222	0.000359748489995609	0.420290582	0.0007030319426	0.000295477704319945	0.424881005	0.0009399492196	0.000399366569072614	0.4194240452	0.0009264919958	0.000388593020723857	0.4263351702	0.001153470868	0.000491765198829522	0.4213553478	0.001110031978	0.000467717910159312	0.4265951826	0.001179486508	0.000503163262254496	0.4200493726	0.001228489344	0.000516026178192986	0.4249004536	0.001124814906	0.000477934363775441	0.419911157	0.001185393308	0.000497759875462337	0.4268965372	0.001097534748	0.000468533783377875	0.4211399776	0.001160723232	0.00048882695592428	0.4259715294	0.001199206774	0.00051082794358762	0.4209575656	0.001049789274	0.000441916737176031	0.425622925	0.001414919232	0.000602222062162594	0.4219551766	0.00134985694	0.000569579123502436	0.4262971652	0.001407306012	0.000599930563484517	0.4212486776	0.00132208755	0.000556927632108924	0.4255816128	0.00142495876	0.000606436247254288	0.4226234298	0.001345610848	0.000568686671757847	0.4258308034	0.0009803068068	0.000417444835118132	0.4210587778	0.0009432055318	0.000397144968433907	0.4238848674	0.0004144096238	0.000175661968433747	0.4187920956	0.0001530120524	6.4080238076653E-05	
0.4296781366	0.001018513528	0.000437632994812932	0.4245991544	0.00106369948	0.00045164589974372	0.4286381896	0.0009763500086	0.000418500900102248	0.4247928536	0.001028247604	0.000436792233910523	0.4303237108	0.001031264496	0.000443777564735012	0.426241492	0.001063878872	0.000453469317708557	0.4280164842	0.0008616150962	0.000368785464209169	0.4239229062	0.000733912423	0.000311122287254444	0.4301308054	0.001055526376	0.000454014410229823	0.4246113124	0.001054776484	0.000447870027159898	0.416585164	-0.003166434162	-0.00131908949467197	0.4150365592	-0.00250092738	-0.00103797629460427	0.42914561	0.0008028553268	0.000344541838961335	0.4246252934	0.0006214839886	0.000263897821002677	0.4286880408	0.0008446695272	0.00036209972473883	0.42470921	0.0006920153372	0.000293905287170096	0.4289461416	0.0009390183168	0.000402788283883086	0.4241459974	0.0009211134468	0.000390686581611538	0.430061848	0.001154339896	0.000496437548893888	0.4251668772	0.001106481988	0.000470439491516008	0.4305468004	0.001179334128	0.000507758535412924	0.424777604	0.00122606789	0.000520806180655536	0.4290223478	0.001124938658	0.000482623824186141	0.424318115	0.001183976636	0.000502382734391561	0.4305196512	0.00109570619	0.000471723046736481	0.426141157	0.001158758916	0.000493794865148306	0.4299275882	0.001197180584	0.000514700961118987	0.425303325	0.001045782144	0.000444774623068829	0.4303399956	0.001412831166	0.000607997757759983	0.4261240652	0.001348423644	0.000574595764793078	0.430801089	0.00140558458	0.000605527367745608	0.4261876462	0.001317454278	0.000561482737716941	0.4304035116	0.001424592124	0.000613149452767303	0.4273687216	0.001343432278	0.000574140935205036	0.430241882	0.000975797285	0.00041982886034889	0.4252022988	0.0009378103596	0.000398759120740375	0.4275017648	0.0004015810828	0.000171676621607295	0.4228260926	0.00013705741442	5.79514510010675E-05	
0.4337201254	0.001014658778	0.000440077932432371	0.4293184426	0.001058885198	0.000454598944097553	0.4330046228	0.000970711952	0.000420322762623212	0.4293405342	0.001024438106	0.000439832803684876	0.4341174184	0.00102818827	0.000446354437401562	0.4298890866	0.001061609798	0.00045637446638783	0.4330777212	0.0008522746698	0.000369101171833466	0.428728696	0.0007219030394	0.000309500548720399	0.4341438138	0.001052021638	0.000456728686121443	0.4292095378	0.001049076552	0.000450273662000738	0.4214057964	-0.00323331232	-0.00136253655321953	0.4184657436	-0.002540924798	-0.00106328998502675	0.433439431	0.0007983291818	0.000346027346310088	0.4296216538	0.0006061388702	0.000260410383847787	0.4336538332	0.0008382695712	0.0003635188128058	0.4290014454	0.0006816987558	0.000292449751565582	0.4341808262	0.0009343231688	0.000405665205367386	0.428081318	0.0009180658488	0.000393006838565093	0.4344176272	0.001151551806	0.000500254403160395	0.4299589694	0.001099946276	0.000472931767224328	0.4345819386	0.001180050774	0.00051282875301135	0.4288568826	0.001224848852	0.000525284860324909	0.433082918	0.00112422201	0.000486881348570625	0.4287038262	0.001182345708	0.000506876128910748	0.4346835896	0.001094503774	0.000475762829313067	0.4308412924	0.00115636609	0.000498210260703135	0.434430369	0.001195199646	0.000519231023240449	0.42964084	0.001041775014	0.000447589092105972	0.4347669934	0.001411719254	0.000613768935586471	0.4309133038	0.001344811778	0.000579497286247132	0.4354600044	0.001403648894	0.000611232953557295	0.4299311906	0.001316342366	0.000565936640651601	0.434853657	0.001424073108	0.000619263398849156	0.431022022	0.001344437062	0.000579481980914979	0.4339972236	0.0009706616204	0.000421264448308677	0.4295169832	0.0009347627614	0.000401496481284229	0.4314483716	0.0003888882982	0.000167785222992685	0.4276432998	0.00011505283238	4.92015728903195E-05	
0.4383540552	0.0010101945094	0.000442822859736265	0.433502994	0.001055578092	0.000457596263282808	0.437552049	0.0009646786312	0.000422097111708075	0.4340061712	0.00101940957	0.000442430044360338	0.4385843052	0.001022747846	0.000448561153432707	0.4342789826	0.001058455072	0.00045966479179597	0.4380123132	0.000842719988	0.000369121731323756	0.4326586888	0.0007143006674	0.000309048390166249	0.4385332048	0.001047162104	0.000459215353412231	0.4333785516	0.00104532893	0.000453023137628978	0.4255453852	-0.003290178656	-0.00140012034354434	0.4223924382	-0.002593264988	-0.00109537552118001	0.4370532868	0.000795174456	0.000347533609574202	0.4336745492	0.000595991292	0.000258466254885226	0.438090279	0.0008342171892	0.000365462441163224	0.433796644	0.000669965503	0.000290628786797172	0.438855469	0.0009312136952	0.000408668222946219	0.4325665962	0.0009122754124	0.000394619869938819	0.4387394776	0.001148170818	0.000503747864884885	0.434809025	0.001092372532	0.000474973435575701	0.4385452262	0.001179638888	0.000517325002972277	0.4341655122	0.001221372744	0.00053027792298588	0.4379265064	0.001121891058	0.00049130583159134	0.4338513124	0.001180748028	0.000512269081561512	0.4380104826	0.001094503774	0.000479404126257261	0.435039099	0.001153685126	0.000501898137744741	0.4381831738	0.001193173456	0.000522828531843995	0.4337990082	0.001040663102	0.000451438621517935	0.4395441198	0.001409343052	0.000619468451287586	0.435079084	0.001343559492	0.000584554633078865	0.4388485994	0.001403648894	0.000615989351181259	0.433807405	0.001314497184	0.000570238612270847	0.4389035088	0.001423644596	0.000624842608468558	0.435333788	0.001343370404	0.00058481452666041	0.438664002	0.0009636973968	0.00042273935679727	0.4335296726	0.0009312580236	0.000403727986077431	0.4357336936	0.0003747788424	0.000163303769282084	0.4310833282	0.00010405285016	4.48554489556687E-05	
0.4430179816	0.0010036587974	0.000444638894639231	0.4381983106	0.001049240012	0.000459775200672324	0.4416421088	0.0009613262732	0.000424562162540893	0.4384343746	0.001015723822	0.000445328238664892	0.4427623248	0.001018514454	0.000450959827495443	0.437645066	0.00105688602	0.000462540951977377	0.442511796	0.000834643853	0.00036933975041139	0.4369839646	0.000704107837	0.000307683834118191	0.4427093846	0.00104237645	0.000461469836701033	0.4380962564	0.001038409958	0.000454923515208281	0.4292202498	-0.00333979263	-0.0014335066269288	0.4264855416	-0.002649109914	-0.00112980707643022	0.4408597428	0.0007926292498	0.000349438327202585	0.4379735062	0.0005834961396	0.000255555850114777	0.4421530042	0.0008321743748	0.000367948399836077	0.4371369156	0.0006641584432	0.000290328173330146	0.4427189998	0.0009290803766	0.000411321535062159	0.4370835208	0.0009058920796	0.000395950499616402	0.4421453874	0.001147363666	0.000507301552592254	0.43876857	0.001087574874	0.00047719367223291	0.4418219542	0.001180355534	0.000521506988682665	0.439074357	0.001217258486	0.000534466987043243	0.4420471324	0.00112064339	0.000495377196992515	0.4380926214	0.00117907185	0.000516542677585448	0.442926239	0.001092172822	0.000483752000386476	0.4383913574	0.001152923226	0.000505431578024127	0.4418590524	0.00119078063	0.000526157200788075	0.437268906	0.001040555974	0.000455002772382744	0.4441125388	0.001407514494	0.000625094835328137	0.4387777286	0.001343226104	0.000589377698909347	0.4427147314	0.001403541766	0.000621368615943372	0.4381661026	0.001312211484	0.000574966591731242	0.4430600288	0.001423751724	0.00063080747983949	0.4393121666	0.00134282276	0.000589918376055392	0.4433151802	0.0009555141342	0.00042359392058652	0.4379471576	0.0009271890184	0.000406059795166214	0.4396858184	0.0003587337	0.00015773012047216	0.436028069	8.131961514E-05	3.54576347613174E-05	
0.4470658682	0.000999392159	0.000446794123235608	0.4430089842	0.001042428168	0.000461805043807147	0.4458387098	0.0009563429886	0.0004263747241637	0.4425614068	0.00101258572	0.000448131360748791	0.4464373168	0.001015573982	0.000453390123535971	0.441487099	0.0010540693	0.000465357997401961	0.4463648646	0.0008295866872	0.000370298349305991	0.4412630074	0.000694355523	0.00030639340628378	0.4462388312	0.001039390728	0.000463816503622837	0.4419757044	0.001035424236	0.000457632356058932	0.433980572	-0.003402556528	-0.00147664342828377	0.431388616	-0.002721259492	-0.00117392036603074	0.4452048036	0.000786093537	0.000349972618751314	0.4419861328	0.0005737438256	0.000253586814694822	0.445992246	0.000829019649	0.000369736335235642	0.4415098804	0.000653006081	0.000288308636722783	0.4469790818	0.0009264280426	0.000414093955835119	0.4413647834	0.0009007111628	0.000397542187275184	0.4461241498	0.001146601768	0.000511526738908177	0.4426355886	0.001082179702	0.000479011249365743	0.4468124798	0.001178481722	0.000526560340605794	0.4434785868	0.001215277546	0.000538949568669852	0.446776695	0.001117917174	0.00049945934028346	0.4431126366	0.001176983784	0.000521536387763685	0.4471046384	0.001090801402	0.000487702366407423	0.443376557	0.001147939942	0.00050896965912674	0.4463471844	0.001184549676	0.000528720412664532	0.4418077728	0.001032801222	0.000456299607636938	0.447475514	0.001407559748	0.00062984852172201	0.4430250624	0.001341199914	0.000594185175590724	0.4478078698	0.001400737052	0.000627261075406052	0.4424140724	0.001310230544	0.000579664430753908	0.4473522016	0.00142231843	0.000636277281036755	0.4430623074	0.001342884636	0.000594981565398169	0.4475105754	0.0009480475188	0.00042426129064473	0.4420155278	0.0009235485238	0.000408222788196368	0.4437983292	0.000344747995	0.00015299858417605	0.4405968678	6.05959478E-05	2.66983848020523E-05	
0.451435537	0.0009950017704	0.000449179158536475	0.447132464	0.001040735366	0.000465346568571522	0.450225944	0.0009516025884	0.000428436173675233	0.4476875834	0.0010037929374	0.000449385634378594	0.4513872548	0.0010086263808	0.000455281093148171	0.4454274914	0.001051783602	0.000468493331334516	0.4516192718	0.0008186319572	0.000369709968382873	0.4454231428	0.0006849698442	0.00030510142072679	0.4508722542	0.001032200244	0.00046539045079807	0.4459875696	0.001031174222	0.000459890885103951	0.4381393762	-0.00345605388	-0.00151423329109679	0.4354640896	-0.002779299614	-0.00121028517613614	0.4492496466	0.0007825269236	0.000351549943882285	0.445517294	0.0005656676906	0.000252014738819341	0.4503851252	0.000824995896	0.000371565879909446	0.4448386742	0.0006478870396	0.000288205211727027	0.4517664806	0.0009222232808	0.000416629565894402	0.446025032	0.0008938540672	0.00039868128892621	0.450615071	0.001142228004	0.000514705153120648	0.4470732384	0.001076101128	0.000481096016140853	0.4508950566	0.001177493562	0.000530926026284126	0.4482412542	0.001211908564	0.000543227414703081	0.4516519284	0.001115174336	0.00050367063935659	0.4472137282	0.001175764744	0.000525818134650359	0.4513603458	0.001091349046	0.00049259168279106	0.4469748772	0.001146490024	0.000512452237688425	0.4514178072	0.001179245008	0.000532332195662907	0.4457155066	0.001031215546	0.000459628759499186	0.4516866992	0.001407666876	0.000635824404793616	0.4473446304	0.00133908322	0.000599031688125742	0.451591051	0.001400782304	0.000632580752885561	0.4468789314	0.00130696869	0.000584056771560458	0.4521170888	0.001420704128	0.000642324614397503	0.4470184898	0.00134168222	0.000599756759775911	0.4515157192	0.000939666624	0.000424274251543596	0.4460996256	0.0009201056616	0.0004104587911522	0.4480496598	0.0003331218698	0.00014925514043583	0.444154283	4.968647E-05	2.2068458457651E-05	
0.4561002876	0.0009896684742	0.000451388075711273	0.4517430564	0.001035006806	0.000467557137937242	0.4552231286	0.0009449431248	0.000430159965620516	0.4515095752	0.0010019930074	0.000452409437124544	0.4558004904	0.00100388598	0.000457571721989685	0.450719887	0.001044543248	0.000470796414705173	0.4558279868	0.0008111200896	0.000369731237495404	0.4500687406	0.0006730389592	0.000302913796741879	0.4547223398	0.001028617008	0.000467735132635835	0.4502980048	0.001026224184	0.000462106702532708	0.4422698948	-0.003505848862	-0.00155053140738144	0.4396404592	-0.00284460872	-0.00125060508390512	0.4534078148	0.0007789150582	0.000353166174453277	0.4493078954	0.0005565415196	0.000250058498874194	0.4540088128	0.0008243863764	0.000374278680037858	0.4493637142	0.0006354085104	0.000285529528267633	0.4553323928	0.0009215851322	0.00041962756341353	0.4509033736	0.0008861445674	0.000399565574937973	0.4547337944	0.00113988043	0.000518342153096204	0.4512459948	0.00107092021	0.000483248455512875	0.455969105	0.001174310208	0.000535449174534124	0.4526126336	0.001210949032	0.000548090830528891	0.455745032	0.001114152928	0.000507769661824254	0.452073743	0.001173936186	0.000530705725648164	0.4563454202	0.00108991575	0.000497378060916348	0.4513274876	0.001143978064	0.000516308745494632	0.4563094022	0.001176564046	0.000536877236480273	0.4507378042	0.001022987032	0.000461098928528755	0.456432179	0.001405990698	0.000641739397941871	0.451428094	0.00133819757	0.000604099978420532	0.4559556444	0.00139962514	0.00063816698262714	0.4517421798	0.001302594924	0.000588437070364175	0.4562258552	0.001420354116	0.00064800227125894	0.451779382	0.001338025102	0.000604492153682047	0.4558154378	0.000931240477	0.000424473785720836	0.4499136938	0.0009157485198	0.0004120077991351	0.452066726	0.0003199553224	0.000144641155063642	0.4479716454	3.633891368E-05	1.62788029532782E-05	
0.4601207772	0.0009865137484	0.000453915472632293	0.456659447	0.001028668726	0.000469751291561355	0.459131117	0.0009423526664	0.00043266343233216	0.4552820378	0.0010006215882	0.000455565035742368	0.45979371	0.0010014645244	0.000460467089107262	0.4560153888	0.001036009974	0.000472436491094288	0.4592269208	0.0008086986344	0.000371376183730677	0.4548106072	0.0006607866912	0.000300532796254351	0.4596651764	0.001021257522	0.000469436518999957	0.4545344948	0.001021940922	0.000464507400696716	0.4469043316	-0.003566310438	-0.00159379958257249	0.4447540812	-0.002921939216	-0.00129954439133433	0.4577814766	0.0007744341654	0.000354521615766301	0.4539940182	0.000541974924	0.0002460533735104	0.4583525428	0.0008196007238	0.00037566607583445	0.4533507838	0.0006237990086	0.000282799769482473	0.459020321	0.0009208684848	0.00042269734749168	0.4552839468	0.0008794564746	0.000400402414794702	0.4591396118	0.00113742573	0.000522237208123532	0.4552525968	0.0010659988	0.000485298721885684	0.4601543534	0.00117371731	0.000540091129857437	0.4567101766	0.001210615642	0.000552900483652542	0.4601102616	0.001112657758	0.00051194525210465	0.4564375124	0.001171740992	0.000534826543565588	0.4615562586	0.001086456264	0.000501460688344374	0.4557715438	0.001142894782	0.000520898919193104	0.4599568698	0.001175773516	0.0005408051060131	0.4553541668	0.001016237064	0.000462747781548998	0.4602110482	0.001407362116	0.00064768359460133	0.4561473824	0.001334511824	0.000608734075299449	0.4600495096	0.001399398878	0.00064379276755869	0.456043611	0.001299806834	0.000592768602179837	0.461362813	0.001418480306	0.000654434064161261	0.4563419036	0.001335022756	0.000609226825822358	0.459705984	0.0009245357612	0.000425014621845635	0.4545735606	0.000909867579	0.000413601745060532	0.4562977628	0.0003018507424	0.000137733818456639	0.4526166716	1.63771459E-05	7.41256926756559E-06	
0.4648778644	0.0009821399832	0.000456575137931868	0.4602240282	0.001027935454	0.000473080595369476	0.464110292	0.000937064622	0.00043490133533929	0.4593745072	0.0009973144832	0.000458140849243423	0.4638080476	0.000998140796	0.00046294573382267	0.4607627086	0.001031314826	0.000475191412647098	0.463867447	0.0008005319948	0.000371340732669693	0.4589321218	0.0006515533924	0.00029901878084012	0.4641909154	0.001016076606	0.000471653529855665	0.4584247886	0.0010176909082	0.000466534739451727	0.4508033766	-0.00361884826	-0.00163138901501103	0.4489525202	-0.002985662648	-0.00134042077028661	0.4623192004	0.0007694222516	0.00035571868012968	0.4582736328	0.0005298011548	0.000242793899871831	0.4633899376	0.0008123769928	0.000376447324001268	0.4584609786	0.000607387231	0.000278463344313404	0.463287569	0.0009201065852	0.000426273943078199	0.4602440964	0.0008695517808	0.000400206073627307	0.4642014832	0.001131832926	0.000525398522983796	0.4600945354	0.001057053638	0.00048634460246849	0.4649682626	0.001173000664	0.000545408080768726	0.4611677408	0.0012115133	0.000558710851510153	0.4650602016	0.001110005424	0.000516219346262533	0.4608179622	0.001169105282	0.000538744713648496	0.464978213	0.001087630052	0.000505724277984057	0.4609650066	0.001140044816	0.000525520766131736	0.465041065	0.001171416374	0.000544756718123398	0.4601859604	0.0010099276132	0.000464754508614922	0.4645914962	0.00140803351	0.000654160395110638	0.4603427798	0.001331966616	0.000613161214610239	0.4642196668	0.00139990127	0.000649861701112297	0.4605068182	0.001296149716	0.000596885781625994	0.4664081976	0.001415432708	0.000660169418162367	0.4616446362	0.00133037286	0.000614159494965054	0.4633144492	0.0009187000724	0.000425647018024006	0.4590392418	0.0009063009656	0.000416027708091632	0.4602722132	0.0002894340888	0.000133218468627501	0.4561440886	4.5367654E-06	2.06941871857501E-06	
0.4696099012	0.0009774328294	0.00045901213444417	0.4647809694	0.001023273554	0.000475598074389503	0.4685457242	0.0009325551002	0.000436944704779613	0.4637463938	0.0009923764502	0.000460211000072295	0.4682738562	0.0009943312992	0.00046561935181674	0.4645134192	0.001028786244	0.000477885015826366	0.4691964336	0.0007879297148	0.000369693812111625	0.463096951	0.0006420439628	0.000297328601580637	0.468491648	0.001012357612	0.000474281086011225	0.463505623	0.00100784809	0.00046714325684481	0.455106646	-0.003676019354	-0.00167298083883003	0.452811549	-0.0030455027	-0.00137903879507068	0.4670613842	0.0007648961066	0.000357253434317787	0.4630952148	0.0005129202318	0.000237530904920687	0.4683344242	0.0008059317846	0.000377445598285119	0.462642232	0.0005961729934	0.000275814804324697	0.467256627	0.0009184304062	0.000429142693735252	0.4652199732	0.0008602113542	0.00040018750314726	0.4692578996	0.001127063896	0.000528883636551953	0.4642836534	0.001051539332	0.000488212522754756	0.469169303	0.001172391144	0.000550049935873853	0.465158363	0.001212472832	0.000563991877715094	0.468875092	0.001109622166	0.000520274195168489	0.4645837034	0.00116768861	0.000542489098851798	0.4693397002	0.001086975282	0.000510160652978691	0.4647768534	0.001141111476	0.00053036220119391	0.4701206938	0.001169283056	0.000549704161535304	0.4648713846	0.0010051419598	0.000467261734571784	0.4698742518	0.00140711923	0.000661169095389642	0.4648670604	0.001328247622	0.00061745856752243	0.4680262482	0.001401560826	0.000655967255016873	0.465744991	0.001289552128	0.000600602444249391	0.4703766196	0.001415280328	0.000665714776471019	0.466840446	0.001326258602	0.000619151157269016	0.46783873	0.0009086143698	0.000425084992826982	0.4627052908	0.0009063914702	0.000419392128797531	0.4648327678	0.0002736318308	0.000127193041268945	0.4608157506	-1.73440657E-05	-7.99241865400122E-06	
